id	nl	mr	repair_head_smatch	repair_mid_smatch	repair_tail_smatch	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl	repair_head_sbn	repair_mid_sbn	repair_tail_sbn	repair_interrug_sbn
p61/d1432	The couple was quarrelling and Chris knocked Beth down. 	"couple.n.02 time.n.08 TPR now quarrel.v.01 Agent -2 Time -1 CONTINUATION <1 male.n.02 Name \\\""Chris\\\"" knock_down.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now female.n.02 Name \\\""Beth\\\"""					The man, the couple was quarrelling and Chris knocked Beth down.	The couple was fighting, quarrelling and Chris knocked Beth down.	The couple was quarrelling and Chris knocked Beth up, down.	The couple was fighting, I mean, quarrelling and Chris knocked Beth down.	"man.n.01 couple.n.02 time.n.08 TPR now quarrel.v.01 Agent -3 Time -1 CONTINUATION <1 male.n.02 Name ""Chris"" knock_down.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now female.n.02 Name ""Beth"""	"couple.n.01 time.n.08 TPR now time.n.08 TPR now fight.v.01 Agent -3 Time -2 quarrel.v.01 Agent -4 Time -2 CONTINUATION <1 male.n.02 Name ""Chris"" knock_down.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now female.n.02 Name ""Beth"""	"couple.n.02 time.n.08 TPR now quarrel.v.01 Agent -2 Time -1 CONTINUATION <1 male.n.02 Name ""Chris"" knock_up.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now female.n.02 Name ""Beth"""	"couple.n.02 time.n.08 TPR now fight.v.01 Agent -2 Time -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.01 Agent -1 Time +1 Topic +2 time.n.08 EQU now quarrel.v.01 Agent -3 CONTINUATION <1 male.n.02 Name ""Chris"" knock_down.v.01 Agent -1 Time +1 Patient +2"
p11/d2450	Tom managed to sell his car for a lot of money. 	"male.n.02 Name \\\""Tom\\\"" manage.v.01 Agent -1 Time +1 Topic +2 time.n.08 TPR now sell.v.01 Agent -3 Theme +2 Asset +3 male.n.02 ANA -4 car.n.01 Owner -1 entity.n.01 Quantity + EQU +1 money.n.01"					Jerry, Tom managed to sell his car for a lot of money.	Tom managed to sell his truck, his car for a lot of money.	Tom managed to sell his car for a lot of cash, money.	Tom managed to sell his truck, I mean, his car for a lot of money.	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" manage.v.01 Agent -2 Time +1 Topic +2 time.n.08 TPR now sell.v.01 Agent -4 Theme +2 Asset +3 male.n.02 ANA -6 car.n.01 User -1 entity.n.01 Quantity + EQU +1 money.n.01"	"male.n.02 Name ""Tom"" manage.v.01 Agent -1 Time +1 Topic +2 time.n.08 TPR now sell.v.01 Agent -3 Theme +3 Asset +5 male.n.02 ANA -4 truck.n.01 User -1 male.n.02 ANA -6 car.n.01 User -1 Asset +1 entity.n.01 Quantity + EQU +1 money.n.01"	"male.n.02 Name ""Tom"" manage.v.01 Agent -1 Time +1 Topic +2 time.n.08 TPR now sell.v.01 Agent -3 Theme +2 Asset +4 male.n.02 ANA -4 car.n.01 User -1 entity.n.01 Quantity + EQU +1 cash.n.01 money.n.01"	"male.n.02 Name ""Tom"" manage.v.01 Agent -1 Time +1 Topic +2 time.n.08 TPR now sell.v.01 Agent -3 Theme +2 male.n.02 ANA -4 truck.n.01 User -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +3 Asset +4 time.n.08 EQU now male.n.02 A"
p96/d1687	I was sixteen in this picture, and Tom was ten. 	"person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 Context +3 measure.n.02 Quantity 16 Unit +1 year.n.01 picture.n.01 CONTINUATION <1 male.n.02 Name \\\""Tom\\\"" time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 measure.n.02 Quantity 10 Unit +1 year.n.01"					My neighbour, was sixteen in this picture, and Tom was ten.	I was sixteen, thirteen in this picture, and Tom was ten.	I was sixteen in this picture, and Tom was twelve, ten.	I was sixteen, thirteen in this picture, and Tom was ten.	"person.n.01 EQU speaker person.n.01 Role +1 neighbour.n.01 Of -2 time.n.08 TPR now old.a.01 AttributeOf -3 Time -1 Value +1 measure.n.02 Quantity 16 Unit +1 year.n.01 Context +1 picture.n.02 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 TPR now old.a.01 Att"	"person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 measure.n.02 Quantity 16 Unit +1 year.n.01 picture.n.02 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 measure.n.02 Quantity "	"person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 measure.n.02 Quantity 16 Unit +1 year.n.01 Context +1 picture.n.02 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 measure.n.02 Q"	"person.n.01 EQU speaker time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 measure.n.02 Quantity 16 Unit +1 year.n.01 picture.n.02 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 TPR now old.a.01 AttributeOf -2 Time -1 Value +1 measure.n.02 Quantity "
p00/d2472	I am spreading mustard on a slice of bread. 	person.n.01 EQU speaker time.n.08 EQU now spread.v.10 Agent -2 Time -1 Theme +1 Destination +2 mustard.n.02 slice.n.02 PartOf +1 bread.n.01					I am craving, spreading mustard on a slice of bread.	I am spreading mayonnaise, mustard on a slice of bread.	I am spreading mustard on a slice of butter, bread.	I am spreading mayonnaise, I mean, mustard on a slice of bread.	person.n.01 EQU speaker time.n.08 EQU now time.n.08 EQU now crave.v.02 Agent -3 Time -2 spread.v.03 Agent -4 Time -2 Theme +1 Destination +2 mustard.n.02 slice.n.02 PartOf +1 bread.n.01	person.n.01 EQU speaker time.n.08 EQU now time.n.08 EQU now spread.v.03 Agent -3 Time -2 Theme +3 Destination +5 mayonnaise.n.01 mustard.n.02 MadeOf -1 slice.n.02 PartOf +1 bread.n.01	person.n.01 EQU speaker time.n.08 EQU now time.n.08 EQU now spread.v.03 Agent -3 Time -2 Theme +1 Destination +2 mustard.n.02 slice.n.02 PartOf +1 butter.n.01 bread.n.01 Theme -2	person.n.01 EQU speaker time.n.08 EQU now spread.v.03 Agent -2 Time -1 Theme +1 Destination +2 mayonnaise.n.01 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now mustard.n.02 Destination +1 slice.n.02 PartOf +1 bread.n.01
p57/d0862	I found a note on my desk, but I don't know whose it is. 	person.n.01 EQU speaker find.v.01 Agent -1 Time +1 Theme +2 Location +4 time.n.08 TPR now note.n.01 person.n.01 EQU speaker desk.n.01 User -1 CONTRAST <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now know.v.01 Time -1 Proposition >1 Experiencer -2 CONTINUATION <0 person.n.01 Name ? entity.n.01 User -1 entity.n.01 ANA -8 be.v.02 Co-Theme -2 Theme -1 Time +1 time.n.08 EQU now					I shoved, found a note on my desk, but I don't know whose it is.	I found a letter, a note on my desk, but I don't know whose it is.	I found a note on my desk, but I don't know whose it is, whose it was.	I found a letter, I mean, a note on my desk, but I don't know whose it is.	person.n.01 EQU speaker shove.v.01 Agent -1 Time +1 time.n.08 TPR now find.v.01 Agent -3 Time +1 Theme +2 Location +4 time.n.08 TPR now note.n.01 person.n.01 EQU speaker desk.n.01 User -1 CONTRAST <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now k	person.n.01 EQU speaker find.v.01 Agent -1 Time +1 Theme +3 Location +5 time.n.08 TPR now letter.n.01 note.n.01 person.n.01 EQU speaker desk.n.01 User -1 CONTRAST <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now know.v.01 Time -1 Proposition >1 Exp	person.n.01 EQU speaker find.v.01 Agent -1 Time +1 Theme +2 Location +4 time.n.08 TPR now note.n.01 person.n.01 EQU speaker desk.n.01 User -1 CONTRAST <1 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now know.v.01 Time -1 Proposition >1 Experiencer -2	person.n.01 EQU speaker find.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now letter.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now note.n.01 Location +2 person.n.01 EQU speaker desk.n.01 User -1 CONTRAST
p73/d1385	What is the name of the Swiss national airline? 	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +3 country.n.02 Name \\\""switzerland\\\"" national.a.01 AttributeOf +1 airline.n.02 Source -2"					What is the brand, the name of the Swiss national airline?	What is the name of the British, the Swiss national airline?	What is the name of the Swiss national railway, airline?	What is the name of the British, I mean, the Swiss national airline?	"entity.n.01 EQU ? be.v.02 Theme -1 Time +2 Co-Theme +4 be.v.02 Theme -2 Time +2 Co-Theme +4 time.n.08 EQU now time.n.08 EQU now brand.n.01 name.n.01 Bearer -1 Bearer +3 country.n.02 Name ""switzerland"" national.a.01 AttributeOf +1 airline.n.02 Source -2"	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 EQU +3 british.n.02 country.n.02 Name ""switzerland"" national.a.01 AttributeOf +1 airline.n.02 Source -2"	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +3 country.n.02 Name ""switzerland"" national.a.01 AttributeOf +1 railway.n.01 Source -2 airline.n.02 EQU -1"	"entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 british.n.02 CONTINUATION <0 person.n.01 EQU speaker mean.v.02 Theme -1 Agent +3 country.n.02 Name ""switzerland"" national.a.01 AttributeOf +1 airline.n.02 Sourc"
p08/d1911	If you need an umbrella I'll lend you one. 	person.n.01 EQU hearer need.v.02 Pivot -1 Time +1 Theme +2 time.n.08 EQU now umbrella.n.01 CONSEQUENCE <1 person.n.01 EQU speaker time.n.08 TSU now lend.v.02 Agent -2 Time -1 Recipient +1 Theme +2 person.n.01 EQU hearer umbrella.n.01					In case you need a coat, if you need an umbrella I'll lend you one.	If you need a hat, an umbrella I'll lend you one.	If you need an umbrella I'll lend you a raincoat, one.	If you need a hat, I mean, an umbrella I'll lend you one.	CONDITION <1 event.v.01 Participant +1 entity.n.01 CONSEQUENCE <1 person.n.01 EQU hearer need.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now coat.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 TSU now lend.v.02 Agent -2 Time -1 Recipient +1 Theme +2	person.n.01 EQU hearer need.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now hat.n.01 CONSEQUENCE <1 umbrella.n.01 person.n.01 EQU speaker time.n.08 TSU now lend.v.02 Theme -2 Agent -2 Time -1 Recipient +1 Theme +2 person.n.01 EQU hearer hat.n.01	person.n.01 EQU hearer need.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now umbrella.n.01 CONSEQUENCE <1 person.n.01 EQU speaker time.n.08 TSU now lend.v.02 Agent -2 Time -1 Recipient +1 Theme +2 person.n.01 EQU hearer raincoat.n.01 ContentOf +1 entity.	person.n.01 EQU hearer need.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now hat.n.01 CONSEQUENCE <1 person.n.01 EQU speaker mean.v.02 Agent -1 Theme +1 umbrella.n.01 CONTINUATION <2 person.n.01 EQU speaker time.n.08 TSU now lend.v.02 Agent -2 Time -1 R
p90/d1265	Boris becker has reached the semi-final of the Queens tournament. 	"male.n.02 Name \\\""Boris becker\\\"" reach.v.07 Agent -1 Time +1 Destination +2 time.n.08 TPR now semifinal.n.01 PartOf +2 tournament.n.01 Name \\\""Queens\\\"" tournament.n.01 EQU -1"					Mark Philippoussis, Boris Becker has reached the semi-final of the Queens tournament.	Boris becker has reached the final, the semi-final of the Queens tournament.	Boris Becker has reached the semi-final of the Wimbledon, Queens tournament.	Boris becker has reached the final, I mean, the semi-final of the Queens tournament.	"male.n.02 Name ""Mark Philippoussis"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Boris Becker"" reach.v.01 Theme -2 Time +1 Goal +2 time.n.08 TPR now semi-final.n.02 PartOf +2 tournament.n.01 Name ""Queens"" tournament.n.01 Creator -1"	"male.n.02 Name ""Boris becker"" reach.v.01 Theme -1 Time +1 Goal +2 time.n.08 TPR now final.n.02 EQU +1 semi-final.n.02 PartOf +2 organization.n.01 Name ""Queens"" tournament.n.01 Creator -1"	"male.n.02 Name ""Boris Becker"" reach.v.01 Theme -1 Time +1 Goal +2 time.n.08 TPR now semi-final.n.02 PartOf +2 tournament.n.01 Name ""Wimbledon"" tournament.n.01 Creator -1"	"male.n.02 Name ""Boris becker"" reach.v.01 Theme -1 Time +1 Goal +2 time.n.08 TPR now final.n.03 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now semi-final.n.03 PartOf +2 organization.n.01 Name ""Queens"" tourname"
p62/d1823	I was born on the 22 of November 1948. 	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 22 EQU +2 time.n.08 MonthOfYear 11 EQU -1 time.n.08 YearOfCentury 1948					My mother, I was born on the 22 of November 1948.	I was born on the 17, the 22 of November 1948.	I was born on the 23, the 22 of November 1948.	I was born on the 17, I mean, the 22 of November 1948.	person.n.01 EQU speaker person.n.01 Role +1 EQU +2 mother.n.01 Of -2 person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -4 Time -1 Time +1 time.n.08 DayOfMonth 22 EQU +2 time.n.08 MonthOfYear 11 EQU +1 time.n.08 YearOfCentury 1948	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 Time +3 time.n.08 DayOfMonth 17 EQU +1 time.n.08 MonthOfYear 11 EQU +1 time.n.08 YearOfCentury 1948	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 Time +3 time.n.08 DayOfMonth 23 EQU +1 time.n.08 MonthOfYear 11 EQU +1 time.n.08 YearOfCentury 1948	person.n.01 EQU speaker time.n.08 TPR now bear.v.02 Patient -2 Time -1 Time +1 time.n.08 DayOfMonth 17 EQU +1 time.n.08 MonthOfYear 11 EQU +1 time.n.08 YearOfCentury 1948
p31/d1523	There is a lake on the east of the village. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now lake.n.01 east.n.05 Of +1 village.n.02					There is a hill, a lake on the east of the village.	There is a lake on the west, the east of the village.	There is a lake on the east of the school, the village.	There is a lake on the west, I mean, the east of the village.	entity.n.01 be.v.03 Time +1 EQU -1 Theme +3 Location +5 time.n.08 EQU now hill.n.01 EQU +1 lake.n.01 east.n.05 Of +1 village.n.02	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now lake.n.01 west.n.05 east.n.05 Of +1 village.n.02	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now lake.n.01 east.n.05 Of +1 school.n.02 EQU +1 village.n.02	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +3 time.n.08 EQU now lake.n.01 west.n.05 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Theme -1 Time +1 Location +2 time.n.08 EQU now east.n.05 Of +1 village.n.02
p97/d1143	One had a bottle of white Burgundy, evidently filched from the cellars of the Palace. 	person.n.01 have.v.01 Pivot -1 Time +1 Theme +2 time.n.08 TPR now bottle.n.01 Content +2 white.a.01 burgundy.n.02 Colour -1 evidently.r.01 filch.v.01 Theme -4 Manner -1 Source +1 cellar.n.03 PartOf +1 palace.n.01					Red, one had a keg, a bottle of white Burgundy, evidently filched from the cellars of the Palace.	One had a bottle of red, white Burgundy, evidently filched from the cellars of the Palace.	One had a bottle of white Burgundy, evidently filched from the cellars of the castle, the Palace.	One had a bottle of red, I mean, white Burgundy, evidently filched from the cellars of the Palace.	red.a.01 entity.n.01 Colour -1 person.n.01 have.v.01 Pivot -2 Time +2 Theme +4 have.v.01 Pivot -2 Time +2 Theme +4 time.n.08 TPR now time.n.08 TPR now keg.n.01 bottle.n.01 Colour -1 bottle.n.01 Colour -1 white.a.01 burgundy.n.02 Colour -1 evidently.r.01 fi	NEGATION <1 person.n.01 NEGATION <1 have.v.01 Pivot -1 Time +1 Theme +2 time.n.08 TPR now bottle.n.01 Content +3 red.a.01 white.a.01 burgundy.n.02 Colour -2 Colour -1 evidently.r.01 filch.v.01 Theme -7 Manner -1 Source +1 cellar.n.01 PartOf +1 palace.n.02	"NEGATION <1 person.n.01 NEGATION <1 have.v.01 Pivot -1 Time +1 Theme +2 time.n.08 TPR now bottle.n.01 Content +2 white.a.01 burgundy.n.02 Colour -1 evidently.r.01 filch.v.01 Theme -7 Manner -1 Source +1 cellar.n.01 PartOf +1 castle.n.02 Name ""Palace"""	NEGATION <1 person.n.01 NEGATION <1 have.v.01 Pivot -1 Time +1 Theme +2 time.n.08 TPR now bottle.n.01 Content +2 red.a.01 entity.n.01 Colour -1 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Proposition <1 Agent -1 Time +1 time.n.08 EQU now CONTINUATION
p08/d1499	Whenever I visited the island, I was impressed with the beauty of nature. 	person.n.01 EQU speaker visit.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now island.n.01 CONTINUATION <1 person.n.01 EQU speaker time.n.08 TPR now impress.v.01 Experiencer -2 Time -1 Stimulus +1 beauty.n.01 Creator +1 nature.n.03					"\""Whenever I lived, visited the island, I was impressed with the beauty of nature."	Whenever I visited the island, I was impressed with the architecture, the beauty of nature.	Whenever I visited the island, I was impressed with the culture, the beauty of nature.	Whenever I visited the island, I was impressed with the architecture, I mean, the beauty of nature.	person.n.01 EQU speaker live.v.01 Theme -1 Time +1 time.n.08 TPR now visit.v.01 Agent -3 Time +1 Theme +2 time.n.08 TPR now island.n.01 EXPLANATION <1 person.n.01 EQU speaker time.n.08 TPR now impress.v.01 Experiencer -2 Time -1 Stimulus +1 beauty.n.01 Cr	person.n.01 EQU speaker visit.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now island.n.01 EXPLANATION <1 person.n.01 EQU speaker time.n.08 TPR now impress.v.01 Experiencer -2 Time -1 Stimulus +1 architecture.n.01 CONTINUATION <1 time.n.08 TPR now imp	person.n.01 EQU speaker visit.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now island.n.01 EXPLANATION <1 person.n.01 EQU speaker time.n.08 TPR now impress.v.01 Experiencer -2 Time -1 Stimulus +1 culture.n.01 EQU +1 beauty.n.01 Creator +1 nature.n.01	person.n.01 EQU speaker visit.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now island.n.01 EXPLANATION <1 person.n.01 EQU speaker time.n.08 TPR now impress.v.01 Experiencer -2 Time -1 Stimulus +1 architecture.n.01 EXPLANATION <1 person.n.01 EQU speak
p60/d0796	These clouds look like a flock of white sheep. 	cloud.n.02 look_like.v.01 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now flock.n.03 entity.n.01 Sub -1 Sub +2 white.a.01 sheep.n.01 Colour -1					This mist, these clouds look like a flock of white sheep.	These clouds look like a school of fish, a flock of white sheep.	These clouds look like a flock of white horses, sheep.	These clouds look like a school of fish, I mean, a flock of white sheep.	mist.n.01 cloud.n.02 look_like.v.01 Theme -2 Time +2 Co-Theme +4 look_like.v.01 Theme -2 Time +2 Co-Theme +4 time.n.08 EQU now time.n.08 EQU now flock.n.03 entity.n.01 Sub -1 Sub +2 white.a.01 sheep.n.01 Colour -1	cloud.n.02 look_like.v.01 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now school.n.01 Part +1 fish.n.01 EQU +1 flock_of_white_sheep.n.01	cloud.n.02 look_like.v.01 Theme -1 Time +1 Co-Theme +4 time.n.08 EQU now flock.n.04 entity.n.01 Sub -1 Sub +2 white.a.01 horse.n.01 Colour -1 sheep.n.01	cloud.n.02 look_like.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now school.n.02 Part +1 fish.n.01 CONTINUATION <0 person.n.01 EQU speaker mean.v.01 Theme -1 Time +1 Attribute +2 time.n.08 EQU now flock_of_white_sheep.n.01
p60/d3549	The researchers trained monkeys to play a video game. 	person.n.01 Role +1 researcher.n.01 train.v.04 Agent -2 Time +1 Recipient +2 Topic +3 time.n.08 TPR now monkey.n.01 play.v.01 Agent -1 Theme +1 video_game.n.01					The apes, the researchers trained monkeys to play a video game.	The researchers trained tigers, monkeys to play a video game.	The researchers trained monkeys to play a board game, a video game.	The researchers trained tigers, I mean, monkeys to play a video game.	ape.n.01 person.n.01 Role +1 researcher.n.01 train.v.01 Agent -3 Time +2 Recipient +4 Topic +6 time.n.08 TPR now monkey.n.01 play.v.01 Agent -1 Theme +1 video_game.n.01	person.n.01 Role +1 researcher.n.01 train.v.01 Agent -2 Time +1 Recipient +2 Topic +3 time.n.08 TPR now tiger.n.02 monkey.n.01 play.v.01 Agent -1 Theme +1 video_game.n.01	person.n.01 Role +1 researcher.n.01 train.v.01 Agent -2 Time +1 Recipient +2 Topic +3 time.n.08 TPR now monkey.n.01 play.v.01 Agent -1 Theme +2 board.n.01 game.n.01 MadeOf -1 EQU +1 video_game.n.01	person.n.01 Role +1 researcher.n.01 train.v.01 Agent -2 Time +1 Recipient +2 Topic +3 time.n.08 TPR now tiger.n.02 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Recipient +2 Topic +3 time.n.08 EQU now monkey.n.01 play.v.01 Agent -1 Theme +1 video_gam
p13/d1992	Tom doesn't have a cat. However, Tom does have a dog, doesn't he? 	"male.n.02 Name \\\""Tom\\\"" NEGATION <1 time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 cat.n.01 CONTINUATION <1 male.n.02 Name \\\""Tom\\\"" time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 dog.n.01"					Jerry, Tom doesn't have a cat. However, Tom does have a dog, doesn't he? 	Tom doesn't have a parrot, a cat. However, Tom does have a dog, doesn't he?	"\\\""Tom doesn't have a cat. However, Tom does have a bird, a dog, doesn't he?\\\"""	Tom doesn't have a parrot, I mean, a cat. However, Tom does have a dog, doesn't he?	"male.n.02 Name ""Jerry"" entity.n.01 Sub -1 Sub +1 male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now have.v.01 Pivot -3 Time -1 Theme +1 cat.n.01 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 dog.n.01"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +2 have.v.01 Pivot -3 Theme +2 parrot.n.01 cat.n.01 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 dog.n.01"	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 cat.n.01 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 bird.n.01 CONTINUATION <1 dog.n.01 NEGATION <1 time.n.08 EQU now have."	"male.n.02 Name ""Tom"" NEGATION <1 time.n.08 EQU now have.v.01 Pivot -2 Time -1 Theme +1 parrot.n.01 CONTINUATION <1 person.n.01 EQU speaker mean.v.02 Agent -1 Time +1 Theme +2 time.n.08 EQU now cat.n.01 CONTINUATION <1 male.n.02 Name ""Tom"" time.n.08 EQU now "
