id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl
p96/d0127	Washington, D.C., is the capital of the United States of America. 	city.n.01 Name \"Washington, D.C.\" be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now national_capital.n.01 PartOf +1 country.n.02 Name \"United States of America\"									Ottawa, Washington, D.C., is the capital of the United States of America.	Washington, D.C., is the stronghold, the capital of the United States of America.	Washington, D.C., is the capital of Germany, the United States of America.
p40/d0005	A child is wearing a yellow jacket and is jumping on a rock 	child.n.01 time.n.08 EQU now wear.v.01 Agent -2 Time -1 Theme +2 yellow.a.01 jacket.n.01 Colour -1 time.n.08 EQU now jump.v.01 Theme -6 Time -1 Destination +1 rock.n.01									A goose, a child is wearing a yellow jacket and is jumping on a rock	A child is wearing a green shirt, a yellow jacket and is jumping on a rock.	A child is wearing a yellow jacket and is jumping on a tree, a rock.
p83/d2573	The talk was peppered with scientific jargon that no one understood. 	talk.n.04 time.n.08 TPR now pepper.v.02 Destination -2 Time -1 Theme +2 scientific.a.01 AttributeOf +1 jargon.n.03 NEGATION <1 entity.n.01 EQU -1 person.n.01 understand.v.02 Stimulus -2 Experiencer -1 Time +1 time.n.08 TPR now									The picnic, the talk was peppered with scientific jargon that no one understood.	The talk was peppered with mathematical terms, scientific jargon that no one understood.	The talk was peppered with scientific jargon that no one comprehended, understood.
p32/d1512	The person who shot JFK worked for the CIA. 	person.n.01 shoot.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now male.n.02 Name \"JFK\" work.v.02 Agent -4 Time +1 Co-Agent +2 time.n.08 TPR now agency.n.01 Name \"CIA\"									The FBI, the person who shot JFK worked for the CIA.	The person who saved, shot JFK worked for the CIA.	The person who shot JFK worked for the FBI, the CIA.
p10/d3493	The company spends a lot of money on advertising. 	company.n.01 spend.v.02 Agent -1 Time +1 Asset +2 Theme +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 money.n.01 advertising.n.02									A nonprofit, the company spends a lot of money on advertising.	The company spends a little, a lot of money on advertising.	The company spends a lot of money on marketing, advertising.
p81/d2490	Tom apologized to Mary for his son's impolite remarks. 	male.n.02 Name \"Tom\" apologize.v.01 Agent -1 Time +1 Recipient +2 Causer +7 time.n.08 TPR now female.n.02 Name \"Mary\" male.n.02 ANA -4 person.n.01 Role +1 son.n.01 Of -2 impolite.a.01 AttributeOf +1 remark.n.01 Creator -3									Jerry, Tom apologized to Mary for his son's impolite remarks.	Tom apologized to John, Mary for his son's impolite remarks.	Tom apologized to Mary for his daughter's, his son's impolite remarks.
p75/d1925	My grandfather got seriously injured by a bomber during the war. 	person.n.01 EQU speaker person.n.01 Role +1 grandfather.n.01 Of -2 time.n.08 TPR now seriously.r.01 injure.v.01 Patient -4 Time -2 Manner -1 Agent +1 Duration +3 person.n.01 Role +1 bomber.n.02 war.n.01									A cousin, my grandfather got seriously injured by a bomber during the war.	My grandfather got mildly, seriously injured by a bomber during the war.	My grandfather got seriously injured by a driver, a bomber during the war.
p74/d2359	A top-class shearer can shear up to 150 sheep in one day. 	NEGATION <1 first-class.a.01 AttributeOf +2 person.n.01 Role +1 shearer.n.03 NEGATION <1 POSSIBILITY <1 shear.v.02 Agent -2 Source +3 Duration +5 quantity.n.01 TOP +1 quantity.n.01 EQU 150 sheep.n.01 Quantity -2 quantity.n.01 EQU 1 day.n.01 Quantity -1									A beginner, a top-class shearer can shear up to 150 sheep in one day.	A top-class butcher, shearer can shear up to 150 sheep in one day.	A top-class shearer can shear up to 150 sheep in one week, one day.
p30/d2486	The Canadian chopped down the tree with an ax. 	person.n.01 Source +1 country.n.02 Name \"canada\" chop_down.v.01 Agent -2 Time +1 Patient +2 Instrument +3 time.n.08 TPR now tree.n.01 ax.n.01									The French, the Canadian chopped down the tree with an ax.	The Canadian chopped down the bush, the tree with an ax.	The Canadian chopped down the tree with a shovel, an ax.
p92/d0013	A man and a woman are standing on the curb 	man.n.01 entity.n.01 Sub -1 Sub +1 woman.n.01 time.n.08 EQU now stand.v.03 Theme -3 Time -1 Location +1 curb.n.01									A woman, a man and a woman are standing on the curb.	A man and a child, a woman are standing on the curb.	A man and a woman are standing on the sidewalk, the curb.
p12/d2176	Tom grabbed his umbrella and headed for the elevator. 	male.n.02 Name \"Tom\" grab.v.03 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -3 umbrella.n.01 User -1 head.v.01 Theme -5 Time +1 Destination +2 time.n.08 TPR now elevator.n.01									Jose, Tom grabbed his umbrella and headed for the elevator.	Tom grabbed his briefcase, his umbrella and headed for the elevator.	Tom grabbed his umbrella and headed for the staircase, the elevator.
p08/d2732	A truck was standing in the middle of the road. 	truck.n.01 time.n.08 TPR now stand.v.03 Theme -2 Time -1 Location +1 middle.n.01 PartOf +1 road.n.01									A bear, a truck was standing in the middle of the road.	A truck was standing in front of, in the middle of the road.	A truck was standing in the middle of the park, the road.
p92/d2924	Tom arrived at the train station at 3 o'clock. 	male.n.02 Name \"Tom\" arrive.v.01 Theme -1 Time +1 Destination +2 Time +3 time.n.08 TPR now train_station.n.01 time.n.08 ClockTime 15:00									Rene, Tom arrived at the train station at 3 o'clock.	Tom arrived at the bus stop, the train station at 3 o'clock.	Tom arrived at the train station at 2 o'clock, 3 o'clock.
p81/d0852	About two million pounds of flour are exported annually. 	NEGATION <1 year.n.01 NEGATION <1 quantity.n.01 APX 2000000 pound.n.01 Quantity -1 Quantity +1 flour.n.01 time.n.08 EQU now export.v.01 Time -5 Theme -3 Time -1									About three million, about two million pounds of flour are exported annually.	About two million pounds of coal, flour are exported annually.	About two million pounds of flour are exported monthly, annually.
p23/d1469	Helium, neon, argon, krypton, xenon and radon are noble gases. 	helium.n.01 neon.n.01 argon.n.01 krypton.n.01 xenon.n.01 entity.n.01 Sub -1 Sub +1 radon.n.01 be.v.01 Theme -7 Time +5 Co-Theme +11 be.v.01 Theme -7 Time +5 Co-Theme +11 be.v.01 Theme -7 Time +5 Co-Theme +11 be.v.01 Theme -7 Time +5 Co-Theme +11 be.v.01 Theme -6 Time +5 Co-Theme +6 time.n.08 EQU now time.n.08 EQU now time.n.08 EQU now time.n.08 EQU now time.n.08 EQU now noble_gas.n.01 noble_gas.n.01 noble_gas.n.01 noble_gas.n.01 noble_gas.n.01									Hydrogen, helium, neon, argon, krypton, xenon and radon are noble gases.	Helium, neon, argon, oxygen, krypton, xenon and radon are noble gases.	Helium, neon, argon, krypton, xenon and radon are noble liquids, gases.
p60/d3423	Rugby is a sport which is never called off by rain. 	rugby.n.01 be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now sport.n.01 NEGATION <1 time.n.08 EQU now call_off.v.01 Theme -2 Time -1 Causer +1 rain.n.01									Equestrian, rugby is a sport which is never called off by rain.	Rugby is a game, a sport which is never called off by rain.	Rugby is a sport which is never called off by snow, rain.
p75/d2660	In 1958, the statue was built in the Hiroshima Peace Park. 	time.n.08 YearOfCentury 1958 statue.n.01 time.n.08 TPR now build.v.01 Time -3 Product -2 Time -1 Location +1 park.n.01 Name \"Hiroshima Peace Park\"									In 1957, in 1958, the statue was built in the Hiroshima Peace Park.	In 1958, the monument, the statue was built in the Hiroshima Peace Park.	In 1958, the statue was built in the Hiroshima War Park, the Hiroshima Peace Park.
p48/d2786	Mary was bullied at school because her mother was grossly overweight. 	female.n.02 Name \"Mary\" time.n.08 TPR now bully.v.02 Patient -2 Time -1 Location +1 school.n.01 EXPLANATION <1 female.n.02 ANA -4 person.n.01 Role +1 mother.n.01 Of -2 time.n.08 TPR now grossly.r.01 overweight.a.01 AttributeOf -4 Time -2 Degree -1									"Jane, Mary was bullied at school because her mother was grossly overweight."	Mary was teased, bullied at school because her mother was grossly overweight.	Mary was bullied at school because her mother was slightly underweight, grossly overweight.
p81/d3208	Julio is swinging in the hammock that I hung under the old oak tree. 	male.n.02 Name \"Julio\" time.n.08 EQU now swing.v.02 Theme -2 Time -1 Location +1 hammock.n.02 person.n.01 EQU speaker hang.v.02 Theme -2 Agent -1 Time +1 Destination +2 time.n.08 TPR now location.n.01 SZN +2 old.a.02 Value + oak_tree.n.01 Attribute -1									Martha, Julio is swinging in the hammock that I hung under the old oak tree.	Julio is sitting, swinging in the hammock that I hung under the old oak tree.	Julio is swinging in the hammock that I hung under the old maple tree, the old oak tree.
p99/d1395	What canal is between the Mediterranean Sea and the Red Sea? 	canal.n.03 Name ? be.v.02 Theme -1 Time +1 Location +2 time.n.08 EQU now location.n.01 SY2 +2 sea.n.01 Name \"Mediterranean Sea\" entity.n.01 Sub -1 Sub +1 sea.n.01 Name \"Red Sea\"									What bay, canal is between the Mediterranean Sea and the Red Sea?	What canal is across, between the Mediterranean Sea and the Red Sea?	What canal is between the Red Sea, the Mediterranean Sea?
p01/d0050	The woman is not picking up a baby kangaroo 	woman.n.01 NEGATION <1 time.n.08 EQU now pick_up.v.01 Agent -2 Time -1 Theme +2 baby.n.06 kangaroo.n.01 Theme -1									The girl, the woman is not picking up a baby kangaroo	The woman is not picking up a puppy, a baby kangaroo	The woman is not picking up a baby koala, a baby kangaroo.
p94/d0962	An Alzheimer patient was in Michigan for an assisted suicide.	alzheimers.n.01 person.n.01 Role +1 patient.n.01 Causer -2 be.v.03 Theme -2 Time +1 Location +2 Goal +3 time.n.08 TPR now state.n.01 Name \"Michigan\" assisted_suicide.n.01									An asthmatic patient, an Alzheimer patient was in Michigan for an assisted suicide.	An Alzheimer patient was in Ohio, Michigan for an assisted suicide.	An Alzheimer patient was in Michigan for an involuntary, assisted suicide.
p17/d2404	Napoleon was exiled to the island of Elba in 1814. 	male.n.02 Name \"Napoleon\" time.n.08 TPR now exile.v.01 Theme -2 Time -1 Destination +1 Time +3 island.n.01 EQU +1 island.n.01 Name \"Elba\" time.n.08 YearOfCentury 1814									Saint Helena, Napoleon was exiled to the island of Elba in 1814.	Napoleon was relocated, exiled to the island of Elba in 1814.	Napoleon was exiled to the island of Corsica, Elba in 1814.
p60/d2409	The curtain fell amid the wild applause of the audience. 	curtain.n.01 fall.v.02 Theme -1 Time +1 Context +3 time.n.08 TPR now wild.a.03 AttributeOf +1 applause.n.01 Creator +1 audience.n.01									The stage, the curtain fell amid the wild applause of the audience.	The curtain opened, fell amid the wild applause of the audience.	The curtain fell amid the wild boos, applause of the audience.
p61/d2597	There are a lot of eggs in the box. 	entity.n.01 be.v.03 Time +1 EQU -1 Theme +2 Location +4 time.n.08 EQU now entity.n.01 Quantity + EQU +1 egg.n.02 box.n.01									Those, there are a lot of eggs in the box.	There are a few, a lot of eggs in the box.	There are a lot of eggs in the basket, the box.
p40/d2618	Tom grabbed his keys and put them into his pocket. 	male.n.02 Name \"Tom\" grab.v.02 Agent -1 Time +1 Theme +3 time.n.08 TPR now male.n.02 ANA -3 key.n.01 User -1 put.v.01 Agent -5 Time +1 Theme +2 Destination +4 time.n.08 TPR now entity.n.01 ANA -3 male.n.02 ANA -8 pocket.n.01 User -1									Jerry, Tom grabbed his keys and put them into his pocket.	Tom grabbed his wallet, his keys and put them into his pocket.	Tom grabbed his keys and put them into his backpack, his pocket.
p18/d1800	This is the boy whose name is Tom Fisher. 	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now boy.n.01 name.n.01 Bearer -1 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 EQU \"Tom Fisher\"									That is, this is the boy whose name is Tom Fisher.	This is the girl, the boy whose name is Tom Fisher.	This is the boy whose name is Tom Smith, Tom Fisher.
p00/d2492	Tycho Brahe benefited greatly from King Fredrik's generous support. 	male.n.02 Name \"Tycho Brahe\" benefit.v.01 Beneficiary -1 Time +1 Manner +2 Causer +6 time.n.08 TPR now greatly.r.01 king.n.01 male.n.02 Name \"Fredrik\" Title -1 generous.a.01 AttributeOf +1 support.n.01 Creator -2									King Christian, Tycho Brahe benefited greatly from King Fredrik's generous support.	Tycho Brahe benefited greatly from Queen Margrethe, King Fredrik's generous support.	Tycho Brahe benefited greatly from King Fredrik's generous neglect, support.
p52/d1854	He picked up the rifle and aimed it at the target. 	male.n.02 pick_up.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now rifle.n.01 aim.v.01 Agent -4 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity.n.01 ANA -3 target.n.01									She, he picked up the rifle and aimed it at the target.	He picked up the pistol, the rifle and aimed it at the target.	He picked up the rifle and aimed it at the wall, the target.
p17/d0820	I tied my dog to the tree in the yard. 	person.n.01 EQU speaker tie.v.01 Agent -1 Time +1 Patient +3 Co-Patient +4 Location +5 time.n.08 TPR now person.n.01 EQU speaker dog.n.01 Owner -1 tree.n.01 yard.n.02									A cat, I tied my dog to the tree in the yard.	I tied my cat, my dog to the tree in the yard.	I tied my dog to the fence, the tree in the yard.
p88/d3058	He pulled up the weed and threw it away. 	male.n.02 pull_up.v.04 Agent -1 Time +1 Theme +2 time.n.08 TPR now weed.n.01 throw_away.v.01 Agent -4 Time +1 Theme +2 time.n.08 TPR now entity.n.01 ANA -3									A flower, he pulled up the weed and threw it away.	He pulled up the vine, the weed and threw it away.	He pulled up the weed and threw it away, the plant.
p13/d1719	His plane leaves for Hong Kong at 2:00 p.m. 	male.n.02 plane.n.01 User -1 leave.v.01 Theme -1 Time +1 Destination +2 Time +3 time.n.08 TSU now region.n.03 Name \"Hong Kong\" time.n.08 ClockTime 14:00									His car, his plane leaves for Hong Kong at 2:00 p.m.	His plane landed, leaves for Hong Kong at 2:00 p.m.	His plane leaves for Tokyo, Hong Kong at 2:00 p.m.
p17/d3018	The dog hid under the bed whenever lightning flashed. 	dog.n.01 hide.v.02 Agent -1 Time +1 Location +2 time.n.08 TPR now location.n.01 SZN +1 bed.n.01 CONTINUATION <1 lightning.n.01 flash.v.01 Theme -1 Time +1 time.n.08 TPR now									The cat, the dog hid under the bed whenever lightning flashed.	The dog hid under the couch, the bed whenever lightning flashed.	The dog hid under the bed whenever thunder rumbled, lightning flashed.
p04/d1391	Who played the title role in the movie \"Ben-Hur\"? 	person.n.01 Name ? play.v.04 Agent -1 Time +1 Theme +2 Context +3 time.n.08 TPR now title_role.n.01 movie.n.01 Name \"Ben-Hur\" movie.n.01 EQU -1									In \"The Ten Commandments\", who played the title role in the movie \"Ben-Hur\"?	"Who played the minor role, title role in the movie \""Ben-Hur\""? "	Who played the title role in the movie \"Ben-Hur\", \"Titanic\"?
p35/d1383	What is the oldest national park in the U.S.? 	entity.n.01 Name ? be.v.02 Theme -1 Time +1 Co-Theme +4 time.n.08 EQU now old.a.02 Degree +1 most.r.01 national_park.n.01 Attribute -2 Location +1 country.n.02 Name \"us\"									Where, what is the oldest national park in the U.S.?	What is the youngest, the oldest national park in the U.S.?	What is the oldest national park in the U.S., in Canada.
