id	nl	mr	repair_head_sbn	repair_head_smatch	repair_mid_sbn	repair_mid_smatch	repair_tail_sbn	repair_tail_smatch	repair_interrug_sbn	repair_interrug_smatch	repair_head_nl	repair_mid_nl	repair_tail_nl	repair_interrug_nl
p13/d0042	The dog is jumping in the shade of some trees 	dog.n.01 time.n.08 EQU now jump.v.01 Theme -2 Time -1 Location +1 shade.n.01 Causer +1 tree.n.01									The cat, the dog is jumping in the shade of some trees.	The dog is barking, jumping in the shade of some trees.	The dog is jumping in the shade of some bushes, trees.	The dog is barking, I mean, jumping in the shade of some trees.
p80/d2462	All of a sudden, my mother began to sing. 	all_of_a_sudden.r.01 person.n.01 EQU speaker person.n.01 Role +1 mother.n.01 Of -2 begin.v.01 Manner -4 Time +1 PartOf +2 time.n.08 TPR now sing.v.02 Agent -4									All of a sudden, my sister, my mother began to sing.	All of a sudden, my father, my mother began to sing.	All of a sudden, my mother began to dance, sing.	All of a sudden, my father, I mean, my mother began to sing.
p95/d2479	The white horse is taller than the black one. 	white.a.01 horse.n.01 Colour -1 time.n.08 EQU now tall.a.01 AttributeOf -2 Time -1 Degree +1 more.r.01 Theme -3 Co-Theme +2 black.a.01 horse.n.01 Colour -1									The brown horse, the white horse is taller than the black one.	The white horse is shorter, taller than the black one.	The white horse is taller than the brown one, the black one.	The white horse is shorter, I mean, taller than the black one.
p21/d1709	It was the first gold medal that she had won. 	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 TPR now gold_medal.n.01 Order 1 female.n.02 win.v.01 Theme -2 Agent -1 Time +1 time.n.08 TPR now									It was the second, the first gold medal that she had won.	It was the first ribben, gold medal that she had won.	It was the first gold medal that she had lost, won.	It was the first ribben, I mean, gold medal that she had won.
p31/d1454	It took me three days to read through this book. 	time.n.08 TPR now person.n.01 EQU speaker quantity.n.01 EQU 3 day.n.01 Quantity -1 read.v.01 Time -4 Experiencer -3 Duration -1 Stimulus +1 book.n.01									It took my colleague, me three days to read through this book.	It took me two, three days to read through this book.	It took me three days to read through this magazine, this book.	It took me two, I mean, three days to read through this book.
p75/d2844	The pen I am writing with belongs to Tom. 	pen.n.01 person.n.01 EQU speaker time.n.08 EQU now write.v.05 Instrument -3 Agent -2 Time -1 belong.v.01 Theme -4 Time +1 Pivot +2 time.n.08 EQU now male.n.02 Name \\\"Tom\\\"									The pencil, the pen I am writing with belongs to Tom.	The pen I am darwing, writing with belongs to Tom.	The pen I am writing with belongs to Jerry, Tom.	The pen I am darwing, I mean, writing with belongs to Tom.
p50/d2517	He has a new car and an old car. 	male.n.02 have.v.04 Pivot -1 Time +1 Theme +4 time.n.08 EQU now new.a.01 Value + car.n.01 Attribute -1 entity.n.01 Sub -1 Sub +2 old.a.02 Value + car.n.01 Attribute -1									She, he has a new car and an old car.	He has a motorcycle, a new car and an old car.	He has a new car and a used car, an old car.	He has a motorcycle, I mean, a new car and an old car.
p03/d0047	The men are not fist fighting in a ring 	man.n.01 NEGATION <1 time.n.08 EQU now fistfight.v.01 Agent -2 Time -1 Location +1 ring.n.07									The women, the men are not fist fighting in a ring.	The men are not wrestling, fist fighting in a ring	The men are not fist fighting in a pool, a ring.	The men are not wrestling, I mean, fist fighting in a ring
p22/d3342	This is my coat, and that is my father's. 	entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +3 time.n.08 EQU now person.n.01 EQU speaker coat.n.01 User -1 CONTINUATION <1 entity.n.01 be.v.02 Theme -1 Time +1 Co-Theme +5 time.n.08 EQU now person.n.01 EQU speaker person.n.01 Role +1 father.n.01 Of -2 coat.n.01 User -2									Your, this is my coat, and that is my father's.	This is my scarf, my coat, and that is my father's.	This is my coat, and that is my mother's, my father's.	This is my scarf, I mean, my coat, and that is my father's.
p78/d3170	The peacock (Inachis io) is a beautiful and easily recognizable butterfly. 	NEGATION <1 peacock.n.01 inachis_io.n.01 EQU -1 NEGATION <1 be.v.01 Theme -2 Time +1 Co-Theme +5 time.n.08 EQU now beautiful.a.01 AttributeOf +3 easily.r.01 recognizable.a.01 AttributeOf +1 butterfly.n.01 Role -2									The swallow, the peacock (Inachis io) is a beautiful and easily recognizable butterfly.	The peacock (Inachis io) is an ugly, a beautiful and easily recognizable butterfly.	The peacock (Inachis io) is a beautiful and easily recognizable moth, butterfly.	The peacock (Inachis io) is an ugly, I mean, a beautiful and easily recognizable butterfly.
p22/d1697	The ship capsized in the middle of the ocean. 	ship.n.01 capsize.v.01 Theme -1 Time +1 Location +2 time.n.08 TPR now middle.n.01 PartOf +1 ocean.n.01									The boat, the ship capsized in the middle of the ocean.	The ship sank, capsized in the middle of the ocean.	The ship capsized in the middle of the lake, the ocean.	The ship sank, I mean, capsized in the middle of the ocean.
p59/d2149	He knows I don't like face to face meetings. 	male.n.02 know.v.01 Proposition >1 Experiencer -1 Time +1 time.n.08 EQU now CONTINUATION <0 person.n.01 EQU speaker NEGATION <1 time.n.08 EQU now like.v.02 Experiencer -2 Time -1 Stimulus +2 face_to_face.r.01 AttributeOf +1 meeting.n.02									Face to face, he knows I don't like face to face meetings.	He knows we, I don't like face to face meetings.	He knows I don't like face to face calls, meetings.	He knows we, I mean, I don't like face to face meetings.
p69/d0896	The Titanic sank on her maiden voyage. She was a large ship. 	vehicle.n.01 Name \\\"Titanic\\\" sink.v.04 Patient -1 Time +1 Context +3 time.n.08 TPR now entity.n.01 ANA -3 maiden_voyage.n.01 Theme -1 CONTINUATION <1 entity.n.01 ANA -5 be.v.01 Theme -1 Time +1 Co-Theme +3 time.n.08 TPR now large.a.01 Value + ship.n.01 Attribute -1									The Olympic, the Titanic sank on her maiden voyage. She was a large ship.	The Titanic sank on his, her maiden voyage. She was a large ship.	The Titanic sank on her maiden voyage. She was a small, large ship.	The Titanic sank on his, I mean, her maiden voyage. She was a large ship.
p02/d3068	She has been studying French for a few years. 	female.n.02 time.n.08 TPR now study.v.04 Agent -2 Time -1 Theme +1 Duration +2 french.n.01 year.n.01 Quantity -									He, she has been studying French for a few years.	She has been studying Spanish, French for a few years.	She has been studying French for a few months, years.	She has been studying Spanish, I mean, French for a few years.
p69/d1768	I helped my mother even though I was busy. 	person.n.01 EQU speaker help.v.01 Agent -1 Time +1 Beneficiary +3 time.n.08 TPR now person.n.01 EQU speaker person.n.01 Role +1 mother.n.01 Of -2 CONTRAST <1 person.n.01 EQU speaker time.n.08 TPR now busy.a.01 AttributeOf -2 Time -1									I helped my sister, my mother even though I was busy.	I helped my mother when, even though I was busy.	I helped my mother even though I was tired, busy.	I helped my mother when, I mean, even though I was busy.
p44/d2262	He hit a home run in the first inning. 	male.n.02 hit.v.08 Agent -1 Time +1 Theme +2 Context +3 time.n.08 TPR now home_run.n.01 inning.n.01 Order 1									She, he hit a home run in the first inning.	He hit a single, a home run in the first inning.	He hit a home run in the first at-bat, inning.	He hit a single, I mean, a home run in the first inning.
p13/d0827	According to the papers, the man has finally confessed. 	according.a.02 Proposition >1 Source +1 paper.n.03 CONTINUATION <0 man.n.01 finally.r.01 confess.v.01 Agent -2 Manner -1 Time +1 time.n.08 TPR now									Despite, according to the papers, the man has finally confessed.	According to the reports, the papers, the man has finally confessed.	According to the papers, the man has finally denied, confessed.	According to the reports, I mean, the papers, the man has finally confessed.
p63/d2045	Tom's computer crashed and he lost a number of important documents. 	male.n.02 Name \\\"Tom\\\" computer.n.01 User -1 crash.v.12 Patient -1 Time +1 time.n.08 TPR now CONTINUATION <1 male.n.02 ANA -4 lose.v.01 Agent -1 Time +1 Theme +2 time.n.08 TPR now entity.n.01 Quantity + EQU +2 important.a.01 AttributeOf +1 document.n.04									Jerry's, Tom's computer crashed and he lost a number of important documents.	Tom's computer crashed and he lost a file, a number of important documents.	Tom's computer crashed and he lost a number of unimportant, important documents.	Tom's computer crashed and he lost a file, I mean, a number of important documents.
p96/d1383	What is the name of the airport in Amsterdam? 	entity.n.01 EQU ? be.v.02 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now name.n.01 Bearer +1 airport.n.01 Location +1 city.n.01 Name \\\"Amsterdam\\\"									Whose, what is the name of the airport in Amsterdam? 	What is the name of the train station, the airport in Amsterdam?	What is the name of the train station, the airport in Amsterdam?	What is the name of the train station, I mean, the airport in Amsterdam?
p77/d0765	Christie's is one of the world's largest auction houses.	company.n.01 Name \\\"Christie's\\\" be.v.01 Theme -1 Time +1 Co-Theme +2 time.n.08 EQU now entity.n.01 Quantity 1 SubOf +4 world.n.04 large.a.01 Degree +1 most.r.01 auction_house.n.01 Location -3 Attribute -2									Sotheby's, Christie's is one of the world's largest auction houses.	Christie's is one of the country's, the world's largest auction houses.	Christie's is one of the world's largest art galleries, auction houses.	Christie's is one of the country's, I mean, the world's largest auction houses.
p01/d2941	As soon as he sat down, he picked up the telephone. 	male.n.02 sit_down.v.01 Agent -1 Time +1 time.n.08 TPR now CONTINUATION <1 male.n.02 ANA -3 pick_up.v.02 Agent -1 Time +1 Theme +2 time.n.08 TPR now telephone.n.01									Before, as soon as he sat down, he picked up the telephone.	As soon as he sat down, she, he picked up the telephone.	As soon as he sat down, he picked up the radio, the telephone.	As soon as he sat down, she, I mean, he picked up the telephone.
p36/d2572	Tom wrote Mary a love letter, but he did not send it. 	male.n.02 Name \\\"Tom\\\" write.v.02 Agent -1 Time +1 Recipient +2 Topic +3 time.n.08 TPR now female.n.02 Name \\\"Mary\\\" love_letter.n.01 CONTRAST <1 male.n.02 ANA -5 NEGATION <1 time.n.08 TPR now send.v.03 Agent -2 Time -1 Theme +1 entity.n.01 ANA -4									Mary, Tom wrote Mary a love letter, but he did not send it.	Tom wrote John, Mary a love letter, but he did not send it.	Tom wrote Mary a love letter, but he did not send it, a hate letter, but he did not send it.	Tom wrote John, I mean, Mary a love letter, but he did not send it.
p25/d2518	If you want a pen, I will lend you one. 	person.n.01 EQU hearer want.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now pen.n.01 CONSEQUENCE <1 person.n.01 EQU speaker time.n.08 TSU now lend.v.02 Agent -2 Time -1 Recipient +1 Theme +2 person.n.01 EQU hearer pen.n.01									If you have, want a pen, I will lend you one.	If you want a pencil, a pen, I will lend you one.	If you want a pen, I will lend you a pencil, one.	If you want a pencil, I mean, a pen, I will lend you one.
p84/d0920	She promised me that she would clean my room. 	female.n.02 promise.v.01 Proposition >1 Agent -1 Time +1 Recipient +2 time.n.08 TPR now person.n.01 EQU speaker CONTINUATION <0 female.n.02 ANA -4 time.n.08 TSU now clean.v.02 Agent -2 Time -1 Source +2 person.n.01 EQU speaker room.n.01 User -1									She threatened, promised me that she would clean my room.	She promised me that he, she would clean my room.	She promised me that she would clean my kitchen, my room.	She promised me that he, I mean, she would clean my room.
p60/d1822	The town is two miles away from the coast. 	town.n.01 time.n.08 EQU now quantity.n.01 EQU 2 mile.n.01 Quantity -1 away.r.05 Theme -4 Time -3 Value -1 Co-Theme +1 coast.n.01									The village, the town is two miles away from the coast.	The town is three, two miles away from the coast.	The town is two miles away from the river, the coast.	The town is three, I mean, two miles away from the coast.
p52/d3453	A large rock is large; a small one is small. 	NEGATION <1 large.a.01 Value + rock.n.01 Attribute -1 NEGATION <1 time.n.08 EQU now large.a.01 AttributeOf -2 Time -1 CONTRAST <1 NEGATION <1 small.a.01 Value + rock.n.01 Attribute -1 NEGATION <1 time.n.08 EQU now small.a.01 AttributeOf -2 Time -1									A dark, a large rock is large; a small one is small.	A large boulder, a rock is large; a small one is small.	A large rock is large; a small one is big, small.	A large boulder, I mean, a rock is large; a small one is small.
p51/d2559	The cow gave birth to a calf with two heads. 	cow.n.01 give_birth.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now calf.n.01 Part +2 quantity.n.01 EQU 2 head.n.01 Quantity -1									A goat, the cow gave birth to a calf with two heads.	The cow gave birth to a bull, a calf with two heads.	The cow gave birth to a calf with two tails, two heads.	The cow gave birth to a bull, I mean, a calf with two heads.
p39/d0712	The Mexican Association of Catholic Youth was lead by René Capistran Garza.	religion.n.02 Name \\\"Mexican Association of Catholic Youth\\\" time.n.08 TPR now lead.v.07 Theme -2 Time -1 Agent +1 male.n.02 Name \\\"René Capistran Garza\\\"									The Mexican Association of Buddhism, the Mexican Association of Catholic Youth was lead by René Capistran Garza.	The Mexican Association of Catholic Youth was grazed, lead by René Capistran Garza.	The Mexican Association of Catholic Youth was lead by Ximena, René Capistran Garza.	The Mexican Association of Catholic Youth was grazed, I mean, lead by René Capistran Garza.
p30/d3369	It will take me 20 minutes to get to the station by taxi. 	time.n.08 TSU now person.n.01 EQU speaker quantity.n.01 EQU 20 minute.n.01 Quantity -1 get.v.05 Time -4 Theme -3 Duration -1 Destination +1 Instrument +2 station.n.01 taxi.n.01									It will take us, me 20 minutes to get to the station by taxi.	It will take me 15, 20 minutes to get to the station by taxi.	It will take me 20 minutes to get to the station by bus, taxi.	It will take me 15, I mean, 20 minutes to get to the station by taxi.
p97/d2598	We saw the boat tossing on the stormy sea. 	person.n.01 Sub speaker see.v.01 Experiencer -1 Time +1 Stimulus +2 time.n.08 TPR now boat.n.01 toss.v.04 Theme -1 Location +2 stormy.a.01 AttributeOf +1 sea.n.01									We detected, saw the boat tossing on the stormy sea.	We saw the car, the boat tossing on the stormy sea.	We saw the boat tossing on the calm, the stormy sea.	We saw the car, I mean, the boat tossing on the stormy sea.
p01/d1238	Mr Jenninger will take the witness stand on 13 May. 	mr.n.01 male.n.02 Name \\\"Jenninger\\\" Title -1 time.n.08 TSU now take.v.22 Theme -2 Time -1 Location +1 Time +3 witness_stand.n.01 time.n.08 DayOfMonth 13 EQU +1 time.n.08 MonthOfYear 5									Mr Kessler, Mr Jenninger will take the witness stand on 13 May.	Mr Jenninger will take the defendant, the witness stand on 13 May.	Mr Jenninger will take the witness stand on 12 May, 13 May.	Mr Jenninger will take the defendant, I mean, the witness stand on 13 May.
p32/d3363	Mt. Fuji is not as high as Mt. Everest. 	mountain.n.01 Name \\\"mount fuji\\\" NEGATION <1 time.n.08 EQU now as.r.01 Theme -2 Co-Theme +2 high.a.02 AttributeOf -3 Time -2 Degree -1 mountain.n.01 Name \\\"mount everest\\\"									Mt. Kilimanjaro, Mt. Fuji is not as high as Mt. Everest.	Mt. Fuji is not as wide, high as Mt. Everest.	Mt. Fuji is not as high as Mt. Etna, Mt. Everest.	Mt. Fuji is not as wide, I mean, high as Mt. Everest.
