doc_id	nl_clean	nl_repair	sbn_clean	sbn_repair	repair_pos	reparandum_synset	repair_synset	reparandum_surface	interregnum	strategy	devices	dropped_roles	max_abs_index	separator_in_tail	inflection_confident
p10/d0958	How much does this tie cost?	How much does this cravat, I mean, does this tie cost?	measure.n.02 Unit ? Quantity ? time.n.08 EQU now tie.n.01 cost.v.01 Value -3 Time -2 Theme -1	measure.n.02 Unit ? Quantity ? time.n.08 EQU now entity.n.01 CORRECTION <1 cravat.n.01 EQU -1 CONJUNCTION <2 % I mean tie.n.01 EQU -2 cost.v.01 Value -5 Time -4 Theme -3	n	cravat.n.01	tie.n.01	cravat	I mean	anchor	d5_anchor_dummy		5	0	1
p94/d0835	Besides being a doctor, he was a very famous novelist.	Besides being a dentist, no, being a doctor, he was a very famous novelist.	be.v.08 Co-Theme +1 Theme +3 person.n.01 Role +1 doctor.n.01 male.n.02 be.v.08 Theme -1 Time +1 Co-Theme +3 time.n.08 TPR now famous.a.01 AttributeOf +2 person.n.01 Role +1 novelist.n.01	be.v.08 Co-Theme +1 Theme +5 person.n.01 Role +1 entity.n.01 CORRECTION <1 dentist.n.01 EQU -1 CONJUNCTION <2 % no doctor.n.01 EQU -2 male.n.02 be.v.08 Theme -1 Time +1 Co-Theme +3 time.n.08 TPR now famous.a.01 AttributeOf +2 person.n.01 Role +1 novelist.n.01	n	dentist.n.01	doctor.n.01	dentist	no	anchor	d5_anchor_dummy		5	0	1
p94/d0835	Besides being a doctor, he was a very famous novelist.	Besides being a doctor, he was a very known, sorry, famous novelist.	be.v.08 Co-Theme +1 Theme +3 person.n.01 Role +1 doctor.n.01 male.n.02 be.v.08 Theme -1 Time +1 Co-Theme +3 time.n.08 TPR now famous.a.01 AttributeOf +2 person.n.01 Role +1 novelist.n.01	be.v.08 Co-Theme +1 Theme +3 person.n.01 Role +1 doctor.n.01 male.n.02 be.v.08 Theme -1 Time +1 Co-Theme +5 time.n.08 TPR now entity.n.01 CORRECTION <1 known.a.01 EQU -1 CONJUNCTION <2 % sorry famous.a.01 AttributeOf +2 EQU -2 person.n.01 Role +1 novelist.n.01	a	known.a.01	famous.a.01	known	sorry	anchor	d1_drop_role	AttributeOf	5	0	1
p47/d3256	I wanna go to New York.	I wanna move, or rather, go to New York.	"person.n.01 EQU speaker want.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now go.v.01 Theme -3 Destination +1 city.n.01 Name ""New York"""	"person.n.01 EQU speaker want.v.01 Pivot -1 Time +1 time.n.08 EQU now CORRECTION <1 move.v.02 Theme -3 ThemeOf -2 CONJUNCTION <2 % or rather go.v.01 Theme -4 Destination +1 ThemeOf -3 city.n.01 Name ""New York"""	v	move.v.02	go.v.01	move	or rather	inplace	d2_invert_role|d1_drop_role	Destination	4	0	1
p88/d2479	I am kneading the dough.	I am kneading the mix, the dough.	person.n.01 EQU speaker time.n.08 EQU now knead.v.01 Agent -2 Time -1 Material +1 dough.n.01	person.n.01 EQU speaker time.n.08 EQU now knead.v.01 Agent -2 Time -1 Material +1 entity.n.01 CORRECTION <1 mix.n.01 EQU -1 CONJUNCTION <2 dough.n.01 EQU -2	n	mix.n.01	dough.n.01	mix		anchor	d5_anchor_dummy		2	0	1
p88/d2479	I am kneading the dough.	I am cultivating, no, kneading the dough.	person.n.01 EQU speaker time.n.08 EQU now knead.v.01 Agent -2 Time -1 Material +1 dough.n.01	person.n.01 EQU speaker time.n.08 EQU now CORRECTION <1 cultivate.v.02 Agent -2 Time -1 CONJUNCTION <2 % no knead.v.01 Agent -3 Time -2 Material +1 dough.n.01	v	cultivate.v.02	knead.v.01	cultivating	no	inplace	d1_drop_role	Material	3	0	1
p81/d2222	Tom folded the letter and put it into the envelope.	Tom folded the lyric, that is, the letter and put it into the envelope.	"male.n.02 Name ""Tom"" fold.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now letter.n.01 put.v.01 Agent -4 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity.n.01 ANA -3 envelope.n.01"	"male.n.02 Name ""Tom"" fold.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now entity.n.01 CORRECTION <1 lyric.n.01 EQU -1 CONJUNCTION <2 % that is letter.n.01 EQU -2 put.v.01 Agent -6 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity.n.01 ANA -5 envelope.n.01"	n	lyric.n.01	letter.n.01	lyric	that is	anchor	d5_anchor_dummy		6	0	1
p81/d2222	Tom folded the letter and put it into the envelope.	Tom folded the letter and lowerred, sorry, put it into the envelope.	"male.n.02 Name ""Tom"" fold.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now letter.n.01 put.v.01 Agent -4 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity.n.01 ANA -3 envelope.n.01"	"male.n.02 Name ""Tom"" fold.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now letter.n.01 CORRECTION <1 lower.v.01 Agent -4 CONJUNCTION <2 % sorry put.v.01 Agent -5 Time +1 Theme +2 Destination +3 time.n.08 TPR now entity.n.01 ANA -4 envelope.n.01"	v	lower.v.01	put.v.01	lowerred	sorry	inplace	d1_drop_role	Time|Theme|Destination	5	0	1
p13/d1675	Her heart was hammering.	Her heart was forging, or rather, hammering.	female.n.02 heart.n.02 PartOf -1 time.n.08 TPR now hammer.v.01 Patient -2 Time -1	female.n.02 heart.n.02 PartOf -1 time.n.08 TPR now CORRECTION <1 forge.v.01 Patient -2 Time -1 CONJUNCTION <2 % or rather hammer.v.01 Patient -3 Time -2	v	forge.v.01	hammer.v.01	forging	or rather	inplace			3	0	1
p13/d1675	Her heart was hammering.	Her stomach, well, heart was hammering.	female.n.02 heart.n.02 PartOf -1 time.n.08 TPR now hammer.v.01 Patient -2 Time -1	female.n.02 CORRECTION <1 stomach.n.01 PartOf -1 CONJUNCTION <2 % well heart.n.02 PartOf -2 time.n.08 TPR now hammer.v.01 Patient -2 Time -1	n	stomach.n.01	heart.n.02	stomach	well	inplace	retarget_to_repair		2	0	1
p80/d1537	She took off her old shoes and put on the new ones.	She took off her noncurrent, well, old shoes and put on the new ones.	female.n.02 take_off.v.06 Agent -1 Time +1 Theme +4 time.n.08 TPR now female.n.02 ANA -3 old.a.02 AttributeOf +1 shoe.n.01 User -2 put_on.v.01 Agent -6 Time +1 Theme +3 time.n.08 TPR now new.a.01 AttributeOf +1 shoe.n.01	female.n.02 take_off.v.06 Agent -1 Time +1 Theme +3 time.n.08 TPR now female.n.02 ANA -3 shoe.n.01 User -1 CORRECTION <1 noncurrent.a.01 AttributeOf -1 CONJUNCTION <2 % well old.a.02 AttributeOf -2 put_on.v.01 Agent -7 Time +1 Theme +3 time.n.08 TPR now new.a.01 AttributeOf +1 shoe.n.01	a	noncurrent.a.01	old.a.02	noncurrent	well	hoist	d4_movement		7	0	1
p80/d1537	She took off her old shoes and put on the new ones.	She took off her old shoes and put on the current, on the new ones.	female.n.02 take_off.v.06 Agent -1 Time +1 Theme +4 time.n.08 TPR now female.n.02 ANA -3 old.a.02 AttributeOf +1 shoe.n.01 User -2 put_on.v.01 Agent -6 Time +1 Theme +3 time.n.08 TPR now new.a.01 AttributeOf +1 shoe.n.01	female.n.02 take_off.v.06 Agent -1 Time +1 Theme +4 time.n.08 TPR now female.n.02 ANA -3 old.a.02 AttributeOf +1 shoe.n.01 User -2 put_on.v.01 Agent -6 Time +1 Theme +2 time.n.08 TPR now shoe.n.01 CORRECTION <1 current.a.01 AttributeOf -1 CONJUNCTION <2 new.a.01 AttributeOf -2	a	current.a.01	new.a.01	current		hoist	d4_movement		6	0	1
p11/d2018	Tom sat at his desk.	Tom sat, sat at his desk.	"male.n.02 Name ""Tom"" sit.v.03 Agent -1 Time +1 Location +3 time.n.08 TPR now male.n.02 ANA -3 desk.n.01 User -1"	"male.n.02 Name ""Tom"" CORRECTION <1 sit.v.01 Agent -1 CONJUNCTION <2 sit.v.03 Agent -2 Time +1 Location +3 time.n.08 TPR now male.n.02 ANA -4 desk.n.01 User -1"	v	sit.v.01	sit.v.03	sat		inplace	d1_drop_role	Time|Location	4	0	1
p11/d2018	Tom sat at his desk.	Tom sat at his altar, that is, desk.	"male.n.02 Name ""Tom"" sit.v.03 Agent -1 Time +1 Location +3 time.n.08 TPR now male.n.02 ANA -3 desk.n.01 User -1"	"male.n.02 Name ""Tom"" sit.v.03 Agent -1 Time +1 Location +4 time.n.08 TPR now male.n.02 ANA -3 CORRECTION <1 altar.n.01 User -1 CONJUNCTION <2 % that is desk.n.01 User -2"	n	altar.n.01	desk.n.01	altar	that is	inplace	retarget_to_repair		4	0	1
p99/d3382	Vegetarians are some of the healthiest people in the world.	Vegetarians are some of the robust, of the healthiest people in the world.	person.n.01 Role +1 vegetarian.n.01 be.v.02 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 SubOf +3 healthy.a.01 Degree +1 most.r.01 person.n.01 Attribute -2 Location +1 world.n.04	person.n.01 Role +1 vegetarian.n.01 be.v.02 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 SubOf +4 most.r.01 CORRECTION <1 robust.a.01 Degree -1 CONJUNCTION <2 healthy.a.01 Degree -2 person.n.01 Attribute -1 Location +1 world.n.04	a	robust.a.01	healthy.a.01	robust		hoist	retarget_to_repair|d4_movement		4	0	1
p99/d3382	Vegetarians are some of the healthiest people in the world.	Gluttons, no wait, Vegetarians are some of the healthiest people in the world.	person.n.01 Role +1 vegetarian.n.01 be.v.02 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 SubOf +3 healthy.a.01 Degree +1 most.r.01 person.n.01 Attribute -2 Location +1 world.n.04	person.n.01 Role +1 entity.n.01 CORRECTION <1 glutton.n.01 EQU -1 CONJUNCTION <2 % no wait vegetarian.n.01 EQU -2 be.v.02 Theme -4 Time +1 Co-Theme +2 time.n.08 EQU now person.n.01 SubOf +3 healthy.a.01 Degree +1 most.r.01 person.n.01 Attribute -2 Location +1 world.n.04	n	glutton.n.01	vegetarian.n.01	gluttons	no wait	anchor	d5_anchor_dummy		4	0	1
p37/d1586	Doctors removed the bullet.	Doctors removed the boomerang, that is, the bullet.	person.n.01 Role +1 doctor.n.01 remove.v.04 Agent -2 Time +1 Theme +2 time.n.08 TPR now bullet.n.01	person.n.01 Role +1 doctor.n.01 remove.v.04 Agent -2 Time +1 time.n.08 TPR now CORRECTION <1 boomerang.n.01 ThemeOf -2 CONJUNCTION <2 % that is bullet.n.01 ThemeOf -3	n	boomerang.n.01	bullet.n.01	boomerang	that is	inplace	d2_invert_role		3	0	1
p37/d1586	Doctors removed the bullet.	Dentists, Doctors removed the bullet.	person.n.01 Role +1 doctor.n.01 remove.v.04 Agent -2 Time +1 Theme +2 time.n.08 TPR now bullet.n.01	person.n.01 Role +1 entity.n.01 CORRECTION <1 dentist.n.01 EQU -1 CONJUNCTION <2 doctor.n.01 EQU -2 remove.v.04 Agent -4 Time +1 Theme +2 time.n.08 TPR now bullet.n.01	n	dentist.n.01	doctor.n.01	dentists		anchor	d5_anchor_dummy		4	0	1
p45/d1684	Dick tried in vain to solve that problem.	Dick tried in vain to grok, actually, solve that problem.	"male.n.02 Name ""Dick"" try.v.01 Agent -1 Time +1 Manner +2 Theme +3 time.n.08 TPR now in_vain.r.01 solve.v.01 Agent -4 Theme +1 problem.n.01"	"male.n.02 Name ""Dick"" try.v.01 Agent -1 Time +1 Manner +2 time.n.08 TPR now in_vain.r.01 CORRECTION <1 grok.v.01 Agent -4 ThemeOf -3 CONJUNCTION <2 % actually solve.v.01 Agent -5 Theme +1 ThemeOf -4 problem.n.01"	v	grok.v.01	solve.v.01	grok	actually	inplace	d2_invert_role|d1_drop_role	Theme	5	0	1
p45/d1684	Dick tried in vain to solve that problem.	Dick tried in vain to solve that fix, actually, that problem.	"male.n.02 Name ""Dick"" try.v.01 Agent -1 Time +1 Manner +2 Theme +3 time.n.08 TPR now in_vain.r.01 solve.v.01 Agent -4 Theme +1 problem.n.01"	"male.n.02 Name ""Dick"" try.v.01 Agent -1 Time +1 Manner +2 Theme +3 time.n.08 TPR now in_vain.r.01 solve.v.01 Agent -4 CORRECTION <1 fix.n.01 ThemeOf -1 CONJUNCTION <2 % actually problem.n.01 ThemeOf -2"	n	fix.n.01	problem.n.01	fix	actually	inplace	d2_invert_role		4	0	1
p90/d2875	Prices have jumped.	Prices have advanced, in fact, have jumped.	price.n.02 jump.v.04 Patient -1 Time +1 time.n.08 TPR now	price.n.02 CORRECTION <1 advance.v.12 Patient -1 CONJUNCTION <2 % in fact jump.v.04 Patient -2 Time +1 time.n.08 TPR now	v	advance.v.12	jump.v.04	advanced	in fact	inplace	d1_drop_role	Time	2	0	1
p90/d2875	Prices have jumped.	Expenses, actually, Prices have jumped.	price.n.02 jump.v.04 Patient -1 Time +1 time.n.08 TPR now	entity.n.01 CORRECTION <1 expense.n.01 EQU -1 CONJUNCTION <2 % actually price.n.02 EQU -2 jump.v.04 Patient -3 Time +1 time.n.08 TPR now	n	expense.n.01	price.n.02	expenses	actually	anchor	d5_anchor_dummy		3	0	1
p90/d2942	Tom lived from 1963 to 2013.	Tom survived, well, lived from 1963 to 2013.	"male.n.02 Name ""Tom"" live.v.05 Theme -1 Time +1 Start +2 Finish +3 time.n.08 TPR now time.n.08 YearOfCentury 1963 time.n.08 YearOfCentury 2013"	"male.n.02 Name ""Tom"" CORRECTION <1 survive.v.01 Theme -1 CONJUNCTION <2 % well live.v.05 Theme -2 Time +1 Start +2 Finish +3 time.n.08 TPR now time.n.08 YearOfCentury 1963 time.n.08 YearOfCentury 2013"	v	survive.v.01	live.v.05	survived	well	inplace	d1_drop_role	Time|Start|Finish	3	0	1
p91/d3378	My favorite soccer player is Shinji Ono.	My favorite golfer, I mean, soccer player is Shinji Ono.	"person.n.01 EQU speaker favorite.a.02 Experiencer -1 Stimulus +2 person.n.01 Role +1 soccer_player.n.01 be.v.02 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now male.n.02 Name ""Shinji Ono"""	"person.n.01 EQU speaker favorite.a.02 Experiencer -1 Stimulus +2 person.n.01 Role +1 entity.n.01 CORRECTION <1 golfer.n.01 EQU -1 CONJUNCTION <2 % I mean soccer_player.n.01 EQU -2 be.v.02 Theme -4 Time +1 Co-Theme +2 time.n.08 EQU now male.n.02 Name ""Shinji Ono"""	n	golfer.n.01	soccer_player.n.01	golfer	I mean	anchor	d5_anchor_dummy		4	0	1
p91/d3378	My favorite soccer player is Shinji Ono.	My loved, I mean to say, favorite soccer player is Shinji Ono.	"person.n.01 EQU speaker favorite.a.02 Experiencer -1 Stimulus +2 person.n.01 Role +1 soccer_player.n.01 be.v.02 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now male.n.02 Name ""Shinji Ono"""	"person.n.01 EQU speaker CORRECTION <1 loved.a.01 Experiencer -1 CONJUNCTION <2 % I mean to say favorite.a.02 Experiencer -2 Stimulus +2 person.n.01 Role +1 soccer_player.n.01 be.v.02 Theme -2 Time +1 Co-Theme +2 time.n.08 EQU now male.n.02 Name ""Shinji Ono"""	a	loved.a.01	favorite.a.02	loved	I mean to say	inplace	d1_drop_role	Stimulus	2	0	1
p56/d1889	An ugly man knocked on my door.	An ugly man knocked on my gate, sorry, door.	ugly.a.01 AttributeOf +1 man.n.01 knock.v.02 Agent -1 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker door.n.01 User -1	ugly.a.01 AttributeOf +1 man.n.01 knock.v.02 Agent -1 Time +1 Patient +4 time.n.08 TPR now person.n.01 EQU speaker CORRECTION <1 gate.n.01 User -1 CONJUNCTION <2 % sorry door.n.01 User -2	n	gate.n.01	door.n.01	gate	sorry	inplace	retarget_to_repair		4	0	1
p56/d1889	An ugly man knocked on my door.	An ugly chap, in fact, man knocked on my door.	ugly.a.01 AttributeOf +1 man.n.01 knock.v.02 Agent -1 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker door.n.01 User -1	ugly.a.01 AttributeOf +1 entity.n.01 CORRECTION <1 chap.n.01 EQU -1 CONJUNCTION <2 % in fact man.n.01 EQU -2 knock.v.02 Agent -3 Time +1 Patient +3 time.n.08 TPR now person.n.01 EQU speaker door.n.01 User -1	n	chap.n.01	man.n.01	chap	in fact	anchor	d5_anchor_dummy		3	0	1
p07/d3028	This scientific theory is controversial.	This scientific theory is uncontroversial, no, is controversial.	scientific_theory.n.01 time.n.08 EQU now controversial.a.01 AttributeOf -2 Time -1	scientific_theory.n.01 time.n.08 EQU now CORRECTION <1 uncontroversial.a.01 AttributeOf -2 Time -1 CONJUNCTION <2 % no controversial.a.01 AttributeOf -3 Time -2	a	uncontroversial.a.01	controversial.a.01	uncontroversial	no	inplace			3	0	1
p07/d3028	This scientific theory is controversial.	This holism, This scientific theory is controversial.	scientific_theory.n.01 time.n.08 EQU now controversial.a.01 AttributeOf -2 Time -1	entity.n.01 CORRECTION <1 holism.n.01 EQU -1 CONJUNCTION <2 scientific_theory.n.01 EQU -2 time.n.08 EQU now controversial.a.01 AttributeOf -4 Time -1	n	holism.n.01	scientific_theory.n.01	holism		anchor	d5_anchor_dummy		4	0	1
p70/d3480	The crowd rushed to the exit.	The crowd rushed to the breech, that is, exit.	crowd.n.01 rush.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now exit.n.01	crowd.n.01 rush.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now entity.n.01 CORRECTION <1 breech.n.01 EQU -1 CONJUNCTION <2 % that is exit.n.01 EQU -2	n	breech.n.01	exit.n.01	breech	that is	anchor	d5_anchor_dummy		2	0	1
p70/d3480	The crowd rushed to the exit.	The crowd withdrew, rushed to the exit.	crowd.n.01 rush.v.01 Theme -1 Time +1 Destination +2 time.n.08 TPR now exit.n.01	crowd.n.01 CORRECTION <1 withdraw.v.01 Theme -1 CONJUNCTION <2 rush.v.01 Theme -2 Time +1 Destination +2 time.n.08 TPR now exit.n.01	v	withdraw.v.01	rush.v.01	withdrew		inplace	d1_drop_role	Time|Destination	2	0	1
p41/d2848	Let's listen to that song again.	Let's apperceive, sorry, listen to that song again.	time.n.08 TSU now person.n.01 EQU speaker listen.v.01 Time -2 Agent -1 Theme +1 song.n.01	time.n.08 TSU now person.n.01 EQU speaker CORRECTION <1 apperceive.v.01 Time -2 Agent -1 CONJUNCTION <2 % sorry listen.v.01 Time -3 Agent -2 Theme +1 song.n.01	v	apperceive.v.01	listen.v.01	apperceive	sorry	inplace	d1_drop_role	Theme	3	0	1
p41/d2848	Let's listen to that song again.	Let's listen to that pastorale, I mean, song again.	time.n.08 TSU now person.n.01 EQU speaker listen.v.01 Time -2 Agent -1 Theme +1 song.n.01	time.n.08 TSU now person.n.01 EQU speaker listen.v.01 Time -2 Agent -1 CORRECTION <1 pastorale.n.01 ThemeOf -1 CONJUNCTION <2 % I mean song.n.01 ThemeOf -2	n	pastorale.n.01	song.n.01	pastorale	I mean	inplace	d2_invert_role		2	0	1
p25/d1895	I threw away my shoes.	I extracted, I mean, threw away my shoes.	person.n.01 EQU speaker throw_away.v.02 Agent -1 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker shoe.n.01 User -1	person.n.01 EQU speaker CORRECTION <1 extract.v.01 Agent -1 CONJUNCTION <2 % I mean throw_away.v.02 Agent -2 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker shoe.n.01 User -1	v	extract.v.01	throw_away.v.02	extracted	I mean	inplace	d1_drop_role	Time|Theme	3	0	1
p25/d1895	I threw away my shoes.	I threw away my clogs, that is, shoes.	person.n.01 EQU speaker throw_away.v.02 Agent -1 Time +1 Theme +3 time.n.08 TPR now person.n.01 EQU speaker shoe.n.01 User -1	person.n.01 EQU speaker throw_away.v.02 Agent -1 Time +1 time.n.08 TPR now person.n.01 EQU speaker CORRECTION <1 clog.n.01 User -1 ThemeOf -3 CONJUNCTION <2 % that is shoe.n.01 User -2 ThemeOf -4	n	clog.n.01	shoe.n.01	clogs	that is	inplace	d2_invert_role		4	0	1
p12/d2070	The institution was established in the late 1960s.	The deputation, no, institution was established in the late 1960s.	institution.n.01 time.n.08 TPR now establish.v.01 Theme -2 Time -1 Time +2 late.a.06 Theme +1 time.n.08 YearOfCentury '196X'	entity.n.01 CORRECTION <1 deputation.n.01 EQU -1 CONJUNCTION <2 % no institution.n.01 EQU -2 time.n.08 TPR now establish.v.01 Theme -4 Time -1 Time +2 late.a.06 Theme +1 time.n.08 YearOfCentury '196X'	n	deputation.n.01	institution.n.01	deputation	no	anchor	d5_anchor_dummy		4	0	1
p12/d2070	The institution was established in the late 1960s.	The institution was established in the early, well, late 1960s.	institution.n.01 time.n.08 TPR now establish.v.01 Theme -2 Time -1 Time +2 late.a.06 Theme +1 time.n.08 YearOfCentury '196X'	institution.n.01 time.n.08 TPR now establish.v.01 Theme -2 Time -1 Time +1 time.n.08 YearOfCentury '196X' CORRECTION <1 early.a.02 Theme -1 CONJUNCTION <2 % well late.a.06 Theme -2	a	early.a.02	late.a.06	early	well	hoist	d4_movement		2	0	1
p34/d3219	The boy ate the apple.	The boy ate the avocado, in fact, apple.	boy.n.01 eat.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now apple.n.01	boy.n.01 eat.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now entity.n.01 CORRECTION <1 avocado.n.01 EQU -1 CONJUNCTION <2 % in fact apple.n.01 EQU -2	n	avocado.n.01	apple.n.01	avocado	in fact	anchor	d5_anchor_dummy		2	0	1
p34/d3219	The boy ate the apple.	The chap, boy ate the apple.	boy.n.01 eat.v.01 Agent -1 Time +1 Patient +2 time.n.08 TPR now apple.n.01	entity.n.01 CORRECTION <1 chap.n.01 EQU -1 CONJUNCTION <2 boy.n.01 EQU -2 eat.v.01 Agent -3 Time +1 Patient +2 time.n.08 TPR now apple.n.01	n	chap.n.01	boy.n.01	chap		anchor	d5_anchor_dummy		3	0	1
p00/d1906	He needs assistants.	He needs freelancers, no wait, assistants.	male.n.02 need.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now person.n.01 Role +1 assistant.n.01	male.n.02 need.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now person.n.01 Role +1 entity.n.01 CORRECTION <1 freelancer.n.01 EQU -1 CONJUNCTION <2 % no wait assistant.n.01 EQU -2	n	freelancer.n.01	assistant.n.01	freelancers	no wait	anchor	d5_anchor_dummy		2	0	1
p00/d1906	He needs assistants.	He claims, needs assistants.	male.n.02 need.v.01 Pivot -1 Time +1 Theme +2 time.n.08 EQU now person.n.01 Role +1 assistant.n.01	male.n.02 CORRECTION <1 claim.v.05 Pivot -1 CONJUNCTION <2 need.v.01 Pivot -2 Time +1 Theme +2 time.n.08 EQU now person.n.01 Role +1 assistant.n.01	v	claim.v.05	need.v.01	claims		inplace	d1_drop_role	Time|Theme	2	0	1
p92/d2024	Tom has a 13-year-old sister.	Tom has a 13-enlistment, or rather, year-old sister.	"male.n.02 Name ""Tom"" have.v.01 Pivot -1 Time +1 Theme +5 time.n.08 EQU now quantity.n.01 EQU 13 year.n.01 Quantity -1 old.a.01 Value -1 AttributeOf +1 person.n.01 Role +1 sister.n.01"	"male.n.02 Name ""Tom"" have.v.01 Pivot -1 Time +1 Theme +6 time.n.08 EQU now quantity.n.01 EQU 13 CORRECTION <1 enlistment.n.01 Quantity -1 CONJUNCTION <2 % or rather year.n.01 Quantity -2 old.a.01 Value -1 AttributeOf +1 person.n.01 Role +1 sister.n.01"	n	enlistment.n.01	year.n.01	enlistment	or rather	inplace	retarget_to_repair		6	0	1
p92/d2024	Tom has a 13-year-old sister.	Tom has, in fact, has a 13-year-old sister.	"male.n.02 Name ""Tom"" have.v.01 Pivot -1 Time +1 Theme +5 time.n.08 EQU now quantity.n.01 EQU 13 year.n.01 Quantity -1 old.a.01 Value -1 AttributeOf +1 person.n.01 Role +1 sister.n.01"	"male.n.02 Name ""Tom"" CORRECTION <1 have.v.02 Pivot -1 CONJUNCTION <2 % in fact have.v.01 Pivot -2 Time +1 Theme +5 time.n.08 EQU now quantity.n.01 EQU 13 year.n.01 Quantity -1 old.a.01 Value -1 AttributeOf +1 person.n.01 Role +1 sister.n.01"	v	have.v.02	have.v.01	has	in fact	inplace	d1_drop_role	Time|Theme	5	0	1
